Episode,Steps,Time_s,Total_Reward,Avg_Reward,Final_Distance_m,Max_Speed_mph,Crashes,Final_Damage,Buffer_Size,Timestamp
24,25,11.7,-16.22,-0.65,1.3,8.2,24,0.00,384,2026-01-03 21:23:40
25,12,7.2,-54.13,-4.51,1.4,8.4,25,0.00,396,2026-01-03 21:23:47
26,13,7.6,-54.82,-4.22,1.0,7.9,26,0.00,409,2026-01-03 21:23:55
27,8,5.8,-34.90,-4.36,1.0,7.9,27,0.00,417,2026-01-03 21:24:01
28,30,13.5,10.21,0.34,1.0,8.0,28,0.00,447,2026-01-03 21:24:14
29,17,9.0,-44.92,-2.64,0.9,7.4,29,0.00,464,2026-01-03 21:24:23
30,21,10.3,-40.99,-1.95,0.9,7.6,30,0.00,485,2026-01-03 21:24:34
31,33,14.6,-14.13,-0.43,0.9,7.5,31,0.00,518,2026-01-03 21:24:48
32,10,6.5,-42.85,-4.28,1.0,8.0,32,0.00,528,2026-01-03 21:24:55
33,23,11.1,-8.09,-0.35,1.1,8.1,33,0.00,551,2026-01-03 21:25:06
34,13,7.6,-44.66,-3.44,1.1,8.1,34,0.00,564,2026-01-03 21:25:14
35,8,5.8,-42.06,-5.26,1.1,8.1,35,0.00,572,2026-01-03 21:25:19
36,31,13.9,6.72,0.22,1.1,8.1,36,0.00,603,2026-01-03 21:25:33
37,16,8.6,-46.75,-2.92,1.1,8.2,37,0.00,619,2026-01-03 21:25:42
38,8,5.8,-36.32,-4.54,1.1,8.1,38,0.00,627,2026-01-03 21:25:48
39,25,11.8,-27.85,-1.11,0.9,7.5,39,0.00,652,2026-01-03 21:26:00
40,11,6.9,-40.58,-3.69,1.1,8.1,40,0.00,663,2026-01-03 21:26:07
41,12,7.2,-40.46,-3.37,0.9,7.8,41,0.00,675,2026-01-03 21:26:14
42,15,8.3,-38.39,-2.56,1.1,8.0,42,0.00,690,2026-01-03 21:26:23
43,11,6.8,-43.89,-3.99,0.9,7.6,43,0.00,701,2026-01-03 21:26:29
44,12,7.2,-34.06,-2.84,1.0,8.0,44,0.00,713,2026-01-03 21:26:37
45,12,7.5,-35.82,-2.98,0.9,7.4,45,0.00,725,2026-01-03 21:26:44
46,16,8.6,-42.36,-2.65,1.0,7.8,46,0.00,741,2026-01-03 21:26:53
47,12,7.2,-37.66,-3.14,0.9,7.3,47,0.00,753,2026-01-03 21:27:00
48,9,6.1,-39.89,-4.43,0.8,7.2,48,0.00,762,2026-01-03 21:27:06
49,39,16.8,27.29,0.70,0.8,7.2,49,0.00,801,2026-01-03 21:27:23
50,10,6.5,-42.96,-4.30,0.9,7.7,50,0.00,811,2026-01-03 21:27:29
51,11,7.0,-36.06,-3.28,0.9,7.4,51,0.00,822,2026-01-03 21:27:36
52,19,9.7,-47.87,-2.52,1.1,8.0,52,0.00,841,2026-01-03 21:27:46
53,21,10.8,-41.10,-1.96,1.0,8.0,53,0.00,862,2026-01-03 21:27:57
54,10,6.5,-35.70,-3.57,1.3,8.4,54,0.00,872,2026-01-03 21:28:04
55,26,12.0,5.74,0.22,1.1,8.2,55,0.00,898,2026-01-03 21:28:16
56,23,11.0,-47.95,-2.08,1.1,8.2,56,0.00,921,2026-01-03 21:28:27
57,15,8.3,-55.20,-3.68,1.1,8.2,57,0.00,936,2026-01-03 21:28:35
58,11,7.5,-43.73,-3.98,0.9,7.7,58,0.00,947,2026-01-03 21:28:42
59,14,7.9,-36.85,-2.63,1.0,7.9,59,0.00,961,2026-01-03 21:28:50
60,11,6.9,-42.82,-3.89,1.0,7.8,60,0.00,972,2026-01-03 21:28:57
61,9,6.2,-38.70,-4.30,0.9,7.5,61,0.00,981,2026-01-03 21:29:03
62,11,6.9,-34.45,-3.13,1.0,7.9,62,0.00,992,2026-01-03 21:29:10
63,16,8.6,-31.81,-1.99,1.1,8.0,63,0.00,1008,2026-01-03 21:29:19
64,18,9.3,-56.17,-3.12,0.9,7.6,64,0.00,1026,2026-01-03 21:29:28
65,15,8.2,-45.90,-3.06,1.0,8.0,65,0.00,1041,2026-01-03 21:29:36
66,20,10.0,-35.49,-1.77,1.1,8.0,66,0.00,1061,2026-01-03 21:29:47
67,15,8.2,-40.38,-2.69,1.0,7.7,67,0.00,1076,2026-01-03 21:29:55
68,16,8.6,-43.83,-2.74,1.0,7.8,68,0.00,1092,2026-01-03 21:30:03
69,18,10.3,-35.39,-1.97,0.9,7.5,69,0.00,1110,2026-01-03 21:30:14
70,9,6.2,-39.89,-4.43,0.7,6.6,70,0.00,1119,2026-01-03 21:30:20
71,13,7.6,-39.96,-3.07,1.0,7.9,71,0.00,1132,2026-01-03 21:30:28
72,15,8.5,-52.92,-3.53,1.4,8.4,72,0.00,1147,2026-01-03 21:30:36
73,14,7.9,-51.60,-3.69,1.1,8.1,73,0.00,1161,2026-01-03 21:30:44
74,10,7.1,-40.00,-4.00,1.0,7.8,74,0.00,1171,2026-01-03 21:30:51
75,11,6.8,-27.09,-2.46,1.0,7.7,75,0.00,1182,2026-01-03 21:30:58
76,8,5.8,-34.31,-4.29,1.1,8.0,76,0.00,1190,2026-01-03 21:31:04
77,17,8.9,-20.51,-1.21,0.9,7.6,77,0.00,1207,2026-01-03 21:31:13
78,13,7.6,-49.43,-3.80,0.9,7.6,78,0.00,1220,2026-01-03 21:31:20
79,11,6.9,-39.42,-3.58,0.9,7.7,79,0.00,1231,2026-01-03 21:31:27
80,17,8.9,-33.10,-1.95,0.9,7.5,80,0.00,1248,2026-01-03 21:31:36
