Episode,Steps,Time_s,Total_Reward,Avg_Reward,Final_Distance_m,Max_Speed_mph,Crashes,Final_Damage,Buffer_Size,Timestamp
24,10,6.5,-30.00,-3.00,0.9,5.6,23,0.00,461,2026-01-03 21:11:37
25,20,10.0,-5.96,-0.30,1.0,5.8,24,0.00,481,2026-01-03 21:11:47
26,14,7.9,-30.00,-2.14,0.9,5.5,25,0.00,495,2026-01-03 21:11:55
27,27,12.3,8.66,0.32,1.0,5.7,26,0.00,522,2026-01-03 21:12:08
28,76,29.6,57.98,0.76,0.8,5.3,26,0.00,598,2026-01-03 21:12:37
29,21,10.3,-34.00,-1.62,0.8,5.4,27,0.00,619,2026-01-03 21:12:47
30,14,7.9,-30.00,-2.14,0.9,5.5,28,0.00,633,2026-01-03 21:12:55
31,17,8.9,-30.00,-1.76,0.9,5.6,29,0.00,650,2026-01-03 21:13:04
32,29,13.1,9.56,0.33,0.6,5.0,30,0.00,679,2026-01-03 21:13:17
33,14,8.0,-40.00,-2.86,0.9,5.6,31,0.00,693,2026-01-03 21:13:26
34,12,7.2,-50.00,-4.17,0.8,5.4,32,0.00,705,2026-01-03 21:13:33
35,20,10.0,-7.71,-0.39,0.9,5.6,33,0.00,725,2026-01-03 21:13:43
36,25,11.7,-12.79,-0.51,1.0,5.8,34,0.00,750,2026-01-03 21:13:54
37,20,9.9,-30.00,-1.50,0.9,5.6,35,0.00,770,2026-01-03 21:14:04
38,12,7.2,-30.00,-2.50,0.8,5.4,36,0.00,782,2026-01-03 21:14:12
39,15,8.2,-25.03,-1.67,1.0,5.8,37,0.00,797,2026-01-03 21:14:20
40,14,7.9,-25.39,-1.81,0.9,5.6,38,0.00,811,2026-01-03 21:14:28
41,34,14.9,17.68,0.52,1.0,5.7,39,0.00,845,2026-01-03 21:14:43
42,11,6.8,-30.00,-2.73,1.0,5.7,40,0.00,856,2026-01-03 21:14:50
43,12,7.2,-27.97,-2.33,1.0,5.7,41,0.00,868,2026-01-03 21:14:57
44,20,10.0,-10.04,-0.50,1.0,5.7,42,0.00,888,2026-01-03 21:15:07
45,12,7.2,-30.00,-2.50,0.8,5.3,43,0.00,900,2026-01-03 21:15:14
46,30,13.4,1.60,0.05,1.1,5.8,44,0.00,930,2026-01-03 21:15:27
47,12,7.2,-30.00,-2.50,0.9,5.5,45,0.00,942,2026-01-03 21:15:35
48,14,7.8,-25.89,-1.85,1.0,5.8,46,0.00,956,2026-01-03 21:15:43
49,14,7.9,-23.71,-1.69,1.0,5.7,47,0.00,970,2026-01-03 21:15:50
50,15,8.2,-30.00,-2.00,0.9,5.6,48,0.00,985,2026-01-03 21:15:59
51,18,9.2,-13.44,-0.75,1.0,5.7,49,0.00,1003,2026-01-03 21:16:08
52,23,11.0,-30.00,-1.30,1.0,5.7,50,0.00,1026,2026-01-03 21:16:19
53,12,7.2,-30.00,-2.50,1.0,5.7,51,0.00,1038,2026-01-03 21:16:26
54,26,12.0,6.84,0.26,1.0,5.7,52,0.00,1064,2026-01-03 21:16:38
55,13,7.5,-30.00,-2.31,0.9,5.6,53,0.00,1077,2026-01-03 21:16:46
56,19,9.6,-16.42,-0.86,0.8,5.4,54,0.00,1096,2026-01-03 21:16:56
57,15,8.2,-40.00,-2.67,0.9,5.5,55,0.00,1111,2026-01-03 21:17:04
58,11,6.9,-30.00,-2.73,1.0,5.7,56,0.00,1122,2026-01-03 21:17:11
59,17,9.0,-20.17,-1.19,0.9,5.5,57,0.00,1139,2026-01-03 21:17:20
60,29,13.1,-10.79,-0.37,1.0,5.7,58,0.00,1168,2026-01-03 21:17:33
61,17,8.9,-30.00,-1.76,0.9,5.6,59,0.00,1185,2026-01-03 21:17:42
62,25,11.7,-8.43,-0.34,1.1,5.8,60,0.00,1210,2026-01-03 21:17:54
63,18,9.2,-60.00,-3.33,0.7,5.2,61,0.00,1228,2026-01-03 21:18:03
64,30,13.5,11.57,0.39,0.9,5.5,62,0.00,1258,2026-01-03 21:18:16
65,26,12.1,-30.00,-1.15,0.9,5.5,63,0.00,1284,2026-01-03 21:18:28
66,17,9.0,-30.00,-1.76,0.8,5.4,64,0.00,1301,2026-01-03 21:18:37
67,13,7.6,-25.91,-1.99,0.8,5.4,65,0.00,1314,2026-01-03 21:18:45
