Episode,Step,Timestamp,Speed_ms,Throttle,Steering,Brake,Damage,Damage_Increase,Total_Damage,Gx,Gy,Gz,Distance_From_Origin,Distance_From_Checkpoint,Position_X,Position_Y,Position_Z,Position_Delta,Stationary_Timer,Crash_Detected,Stationary_Timeout,Flipped,Reward,Event_Type
0,0,2026-01-03 21:20:13.740,7.91,0.46,-8.92,0.23,0.000,0.000,0.000,0.29,-1.58,-10.13,8.5,8.5,-723.4,94.8,118.4,2.442,0.0,False,False,False,2.01,
0,1,2026-01-03 21:20:14.094,8.43,0.52,-229.44,0.10,0.000,0.000,0.000,-4.88,-0.87,-10.06,11.0,11.0,-725.3,93.1,118.4,2.462,0.0,False,False,False,0.71,
0,2,2026-01-03 21:20:14.445,8.73,0.98,-207.78,0.25,0.000,0.000,0.000,-4.98,-0.15,-9.03,14.0,14.0,-727.8,91.5,118.4,2.859,0.0,False,False,False,1.52,
0,3,2026-01-03 21:20:14.798,9.49,0.83,-98.79,0.14,0.000,0.000,0.000,-4.96,-3.25,-9.55,16.8,16.8,-730.7,90.4,118.4,2.868,0.0,False,False,False,2.30,
0,4,2026-01-03 21:20:15.147,9.75,0.41,-140.15,0.21,0.000,0.000,0.000,-6.02,-0.39,-9.33,19.5,19.5,-733.5,89.9,118.4,2.742,0.0,False,False,False,2.21,
0,5,2026-01-03 21:20:15.501,10.04,0.61,-90.23,0.29,0.000,0.000,0.000,-4.15,-1.46,-8.30,22.4,22.4,-737.0,89.9,118.4,3.129,0.0,False,False,False,2.33,
0,6,2026-01-03 21:20:15.848,9.83,0.36,-211.53,0.27,0.000,0.000,0.000,-6.15,1.40,-9.71,25.2,25.2,-740.4,90.5,118.3,3.331,0.0,False,False,False,2.32,
0,7,2026-01-03 21:20:16.200,9.34,0.80,65.10,0.06,1115.652,0.000,1115.652,-11.96,1.07,-17.00,27.7,27.7,-743.5,91.5,118.6,3.139,0.0,True,False,False,-28.98,CRASH
0,8,2026-01-03 21:20:19.659,4.08,0.33,79.98,0.17,0.000,0.000,0.000,1.14,-2.26,-9.83,1.9,26.0,-718.7,99.4,118.5,1.002,0.0,False,False,False,0.00,
0,9,2026-01-03 21:20:20.001,4.45,0.49,-195.65,0.27,0.000,0.000,0.000,-2.10,-0.67,-9.78,3.4,24.8,-719.7,98.3,118.5,1.364,0.0,False,False,False,-1.76,
0,10,2026-01-03 21:20:20.355,5.16,0.75,139.68,0.27,0.000,0.000,0.000,1.81,-2.55,-11.04,5.0,23.3,-721.0,97.2,118.5,1.587,0.0,False,False,False,-2.20,
0,11,2026-01-03 21:20:20.691,6.15,0.99,-67.48,0.06,0.000,0.000,0.000,-2.01,-3.23,-8.55,6.9,21.7,-722.3,95.9,118.5,1.794,0.0,False,False,False,-1.13,
0,12,2026-01-03 21:20:21.043,6.87,0.77,-293.21,0.15,0.000,0.000,0.000,-4.67,-0.64,-9.99,9.2,19.7,-724.0,94.4,118.5,2.199,0.0,False,False,False,-1.34,
0,13,2026-01-03 21:20:21.408,7.87,0.78,-212.37,0.01,0.000,0.000,0.000,-6.13,-2.97,-9.67,11.8,17.2,-726.4,93.3,118.4,2.428,0.0,False,False,False,-0.72,
0,14,2026-01-03 21:20:21.756,9.08,0.85,47.49,0.12,0.000,0.000,0.000,-0.06,-4.50,-9.24,14.4,14.4,-729.2,92.5,118.4,2.674,0.0,False,False,False,-0.79,
0,15,2026-01-03 21:20:22.091,10.40,0.69,-126.77,0.02,0.000,0.000,0.000,-4.50,-2.69,-9.89,17.4,11.2,-732.4,91.9,118.4,3.124,0.0,False,False,False,-0.78,
0,16,2026-01-03 21:20:22.442,10.63,0.43,-47.86,0.25,0.000,0.000,0.000,-3.25,-0.76,-9.79,20.8,7.5,-736.0,91.6,118.4,3.520,0.0,False,False,False,0.00,
0,17,2026-01-03 21:20:22.780,11.13,0.86,-262.71,0.04,0.000,0.000,0.000,-5.15,-0.55,-8.88,23.9,4.1,-739.5,91.7,118.4,3.268,0.0,False,False,False,-1.80,
0,18,2026-01-03 21:20:23.139,10.28,0.90,-135.42,0.29,40.959,0.000,40.959,-8.00,-1.09,-9.71,27.1,0.9,-743.1,92.4,118.6,3.318,0.0,False,False,False,-10.88,
0,19,2026-01-03 21:20:23.488,3.33,0.88,148.62,0.04,13087.522,0.000,13087.522,-3.37,0.05,-7.84,28.3,0.9,-744.3,92.1,118.6,1.082,0.0,True,False,False,-30.98,CRASH
0,20,2026-01-03 21:20:26.928,4.69,0.79,175.59,0.07,0.000,0.000,0.000,2.95,-3.23,-9.66,2.5,26.1,-719.1,98.9,118.5,1.183,0.0,False,False,False,0.10,
0,21,2026-01-03 21:20:27.277,5.25,0.31,9.32,0.15,0.000,0.000,0.000,-1.65,-1.50,-9.97,4.3,24.8,-720.1,97.5,118.5,1.683,0.0,False,False,False,-1.18,
0,22,2026-01-03 21:20:27.612,6.29,0.87,-6.44,0.09,0.000,0.000,0.000,0.03,-3.41,-9.69,6.2,23.3,-721.3,96.0,118.5,1.820,0.0,False,False,False,0.00,
0,23,2026-01-03 21:20:27.954,6.79,0.60,-214.78,0.24,0.000,0.000,0.000,-3.76,-0.51,-9.27,8.4,21.6,-722.8,94.4,118.4,2.094,0.0,False,False,False,-1.31,
0,24,2026-01-03 21:20:28.289,6.98,0.98,-337.97,0.20,0.000,0.000,0.000,-5.19,-0.07,-9.28,10.6,19.7,-724.6,93.0,118.4,2.184,0.0,False,False,False,0.00,
0,25,2026-01-03 21:20:28.654,7.49,0.96,-154.04,0.19,0.000,0.000,0.000,-5.47,-1.63,-9.91,13.0,17.2,-727.1,92.0,118.4,2.396,0.0,False,False,False,-0.56,
0,26,2026-01-03 21:20:28.995,8.30,0.58,233.72,0.21,0.000,0.000,0.000,1.29,-2.25,-10.31,15.4,14.7,-729.6,91.3,118.4,2.504,0.0,False,False,False,-2.06,
0,27,2026-01-03 21:20:29.343,9.44,0.84,-145.12,0.03,0.000,0.000,0.000,-3.56,-2.51,-9.32,18.4,11.8,-732.6,90.4,118.4,2.981,0.0,False,False,False,-2.42,
0,28,2026-01-03 21:20:29.696,10.32,0.75,128.91,0.27,0.000,0.000,0.000,2.31,-2.88,-11.42,21.6,8.7,-735.9,89.6,118.4,3.279,0.0,False,False,False,-1.32,
0,29,2026-01-03 21:20:30.046,11.09,0.74,-164.52,0.10,0.000,0.000,0.000,-4.48,-1.15,-8.88,25.3,5.9,-739.6,88.6,118.3,3.602,0.0,False,False,False,-1.28,
0,30,2026-01-03 21:20:30.400,11.53,0.49,192.45,0.26,0.000,0.000,0.000,1.94,-0.78,-11.12,29.1,4.3,-743.4,87.9,118.3,3.592,0.0,False,False,False,-2.14,
0,31,2026-01-03 21:20:30.734,11.31,0.61,-114.67,0.19,32.931,0.000,32.931,4.30,0.01,-9.13,32.8,6.0,-747.1,86.8,118.5,3.621,0.0,False,False,False,-9.97,
0,32,2026-01-03 21:20:31.084,11.06,0.84,165.63,0.19,32.931,0.000,32.931,2.75,1.01,-10.39,36.7,9.2,-750.8,85.5,118.4,3.698,0.0,False,False,False,1.04,
0,33,2026-01-03 21:20:31.421,10.17,0.62,-99.56,0.06,2399.562,0.000,2399.562,63.86,31.75,-10.33,40.5,12.8,-754.2,83.9,118.4,3.572,0.0,True,False,False,-28.51,CRASH
0,34,2026-01-03 21:20:34.839,4.37,0.98,220.21,0.20,0.000,0.000,0.000,3.77,-2.47,-9.90,2.5,38.2,-719.1,99.0,118.5,1.195,0.0,False,False,False,-1.81,
0,35,2026-01-03 21:20:35.188,5.37,0.85,-146.94,0.05,0.000,0.000,0.000,-3.76,-2.73,-9.56,4.1,36.7,-720.1,97.7,118.5,1.562,0.0,False,False,False,-2.65,
0,36,2026-01-03 21:20:35.539,5.91,0.45,-347.11,0.11,0.000,0.000,0.000,-5.33,-0.56,-9.55,6.1,34.9,-721.6,96.4,118.5,1.893,0.0,False,False,False,0.00,
0,37,2026-01-03 21:20:35.873,6.84,0.89,-276.14,0.05,0.000,0.000,0.000,-5.90,-2.55,-10.09,8.1,32.8,-723.5,95.5,118.5,2.007,0.0,False,False,False,0.00,
0,38,2026-01-03 21:20:36.215,7.67,0.31,148.39,0.12,0.000,0.000,0.000,1.85,-1.88,-10.54,10.4,30.3,-725.8,94.8,118.4,2.311,0.0,False,False,False,-2.14,
0,39,2026-01-03 21:20:36.581,7.76,0.36,245.96,0.24,0.000,0.000,0.000,6.11,0.49,-9.73,13.2,27.5,-728.4,93.6,118.4,2.572,0.0,False,False,False,0.10,
0,40,2026-01-03 21:20:36.931,8.29,0.39,331.90,0.01,0.000,0.000,0.000,7.01,-0.73,-9.20,15.9,24.9,-730.5,91.7,118.4,2.662,0.0,False,False,False,0.10,
0,41,2026-01-03 21:20:37.267,8.65,0.30,30.56,0.02,0.000,0.000,0.000,1.67,-0.41,-8.87,18.6,22.7,-732.2,89.5,118.4,2.687,0.0,False,False,False,-0.97,
0,42,2026-01-03 21:20:37.617,9.55,0.66,-140.42,0.00,0.000,0.000,0.000,-3.71,-2.45,-9.36,21.7,20.4,-734.0,86.8,118.4,3.027,0.0,False,False,False,-0.62,
0,43,2026-01-03 21:20:37.959,10.37,1.00,-52.62,0.21,0.000,0.000,0.000,-3.04,-3.37,-9.38,24.9,18.1,-736.1,84.3,118.3,3.155,0.0,False,False,False,0.00,
0,44,2026-01-03 21:20:38.331,11.16,0.63,-234.88,0.02,0.000,0.000,0.000,-7.12,-1.08,-10.46,28.5,15.7,-738.6,81.8,118.3,3.259,0.0,False,False,False,-1.17,
0,45,2026-01-03 21:20:38.682,11.04,0.36,-271.40,0.15,0.000,0.000,0.000,-7.04,1.35,-9.70,32.0,13.3,-741.5,79.7,118.3,3.347,0.0,False,False,False,0.00,
0,46,2026-01-03 21:20:39.016,11.54,0.39,157.89,0.10,0.000,0.000,0.000,1.62,-2.46,-10.07,35.7,11.0,-744.9,78.1,118.3,3.545,0.0,False,False,False,-1.83,
0,47,2026-01-03 21:20:39.358,11.52,0.47,227.97,0.26,0.000,0.000,0.000,6.64,1.09,-10.96,39.5,9.8,-748.2,76.2,118.2,3.668,0.0,False,False,False,0.10,
0,48,2026-01-03 21:20:39.701,11.97,0.83,-129.51,0.07,0.000,0.000,0.000,0.57,-1.87,-8.26,43.2,10.5,-751.2,73.9,118.2,3.513,0.0,False,False,False,0.11,
