Episode,Step,Timestamp,Speed_ms,Throttle,Steering,Brake,Damage,Damage_Increase,Total_Damage,Gx,Gy,Gz,Distance_From_Origin,Distance_From_Checkpoint,Position_X,Position_Y,Position_Z,Position_Delta,Stationary_Timer,Crash_Detected,Stationary_Timeout,Flipped,Reward,Event_Type
0,0,2026-01-04 10:05:59.965,10.16,0.45,54.44,0.22,0.000,0.000,0.000,1.80,-0.66,-9.74,11.6,11.6,-725.5,92.4,118.6,3.159,0.0,False,False,False,105.04,
0,1,2026-01-04 10:06:00.301,10.89,0.90,268.19,0.23,0.000,0.000,0.000,4.16,-2.81,-9.76,15.0,15.0,-727.7,89.8,118.6,3.314,0.0,False,False,False,103.49,
0,2,2026-01-04 10:06:00.641,11.39,0.99,-169.74,0.08,0.000,0.000,0.000,-0.11,-1.57,-9.36,18.7,18.7,-729.8,86.7,118.6,3.559,0.0,False,False,False,103.01,
0,3,2026-01-04 10:06:00.981,12.30,0.98,191.66,0.19,0.000,0.000,0.000,1.09,-2.84,-10.58,22.6,22.6,-732.0,83.4,118.5,3.728,0.0,False,False,False,99.75,
0,4,2026-01-04 10:06:01.323,12.13,0.88,-210.20,0.24,0.000,0.000,0.000,-2.89,2.10,-9.32,26.7,26.7,-734.2,79.9,118.5,3.900,0.0,False,False,False,98.83,
0,5,2026-01-04 10:06:01.691,12.39,0.69,-90.09,0.07,0.000,0.000,0.000,-5.75,-1.63,-9.46,31.2,31.2,-736.8,76.3,118.5,4.056,0.0,False,False,False,100.98,
0,6,2026-01-04 10:06:02.025,12.28,0.99,-251.80,0.25,0.000,0.000,0.000,-6.67,1.12,-11.87,35.3,35.3,-739.8,73.4,118.5,3.915,0.0,False,False,False,1.12,
0,7,2026-01-04 10:06:02.365,12.70,0.51,-53.45,0.04,0.000,0.000,0.000,-5.14,-2.28,-11.44,39.3,39.3,-743.1,71.0,118.4,3.932,0.0,False,False,False,1.03,
0,8,2026-01-04 10:06:02.699,13.05,0.50,213.96,0.23,0.000,0.000,0.000,3.47,-0.11,-10.70,43.4,43.4,-746.9,68.9,118.4,4.086,0.0,False,False,False,0.50,
0,9,2026-01-04 10:06:03.049,12.75,0.51,256.44,0.21,0.000,0.000,0.000,7.04,0.30,-10.32,47.8,47.8,-750.5,66.2,118.3,4.289,0.0,False,False,False,2.22,
