Episode,Step,Timestamp,Speed_ms,Throttle,Steering,Brake,Damage,Damage_Increase,Total_Damage,Gx,Gy,Gz,Distance_From_Origin,Distance_From_Checkpoint,Position_X,Position_Y,Position_Z,Position_Delta,Stationary_Timer,Crash_Detected,Stationary_Timeout,Flipped,Reward,Event_Type
0,0,2026-01-04 09:17:42.460,0.05,0.00,-155.53,0.04,0.000,0.000,0.000,0.02,-0.01,-9.81,0.0,0.0,-717.1,101.0,118.6,0.011,0.3,False,False,False,-0.77,
0,1,2026-01-04 09:17:42.795,0.04,0.00,55.37,0.09,0.000,0.000,0.000,-0.04,-0.46,-9.83,0.0,0.0,-717.1,101.0,118.6,0.003,0.6,False,False,False,-1.06,
0,2,2026-01-04 09:17:43.130,0.01,0.00,-17.55,0.04,0.000,0.000,0.000,-0.03,-0.21,-9.80,0.0,0.0,-717.1,101.0,118.6,0.002,0.9,False,False,False,0.10,
0,3,2026-01-04 09:17:44.204,0.01,0.00,141.10,0.01,0.000,0.000,0.000,-0.01,-0.02,-9.80,0.0,0.0,-717.1,101.0,118.6,0.002,1.2,False,False,False,-1.10,
0,4,2026-01-04 09:17:44.541,0.04,0.00,-69.71,0.09,0.000,0.000,0.000,0.07,-0.42,-9.66,0.0,0.0,-717.1,101.0,118.6,0.003,1.5,False,False,False,-1.40,
0,5,2026-01-04 09:17:44.874,0.02,0.00,77.88,0.09,0.000,0.000,0.000,-0.11,-0.10,-9.91,0.0,0.0,-717.1,101.0,118.5,0.004,1.8,False,False,False,-0.58,
0,6,2026-01-04 09:17:45.224,0.00,0.00,141.28,0.05,0.000,0.000,0.000,0.05,0.06,-9.84,0.0,0.0,-717.1,101.0,118.5,0.002,2.1,False,False,False,0.10,
0,7,2026-01-04 09:17:45.574,0.02,0.00,-40.76,0.05,0.000,0.000,0.000,0.06,-0.35,-9.76,0.0,0.0,-717.1,101.0,118.6,0.005,2.4,False,False,False,-0.91,
0,8,2026-01-04 09:17:45.912,0.02,0.00,-182.80,0.05,0.000,0.000,0.000,0.05,-0.02,-9.79,0.0,0.0,-717.1,101.0,118.5,0.005,2.7,False,False,False,-0.73,
0,9,2026-01-04 09:17:46.249,0.01,0.00,82.55,0.01,0.000,0.000,0.000,-0.22,0.00,-9.84,0.0,0.0,-717.1,101.0,118.5,0.003,3.0,False,False,False,-1.69,
0,10,2026-01-04 09:17:46.596,0.00,0.00,-12.17,0.00,0.000,0.000,0.000,-0.01,-0.07,-9.79,0.0,0.0,-717.1,101.0,118.6,0.002,3.3,False,False,False,-0.20,
0,11,2026-01-04 09:17:46.940,0.01,0.00,85.48,0.07,0.000,0.000,0.000,-0.14,-0.19,-9.90,0.0,0.0,-717.1,101.0,118.6,0.001,3.6,False,False,False,0.10,
0,12,2026-01-04 09:17:47.287,0.04,0.00,-132.91,0.08,0.000,0.000,0.000,0.12,-0.04,-9.61,0.0,0.0,-717.1,101.0,118.6,0.004,3.9,False,False,False,-1.05,
0,13,2026-01-04 09:17:47.620,0.03,0.00,57.98,0.10,0.000,0.000,0.000,-0.17,-0.45,-9.80,0.0,0.0,-717.1,101.0,118.5,0.004,4.2,False,False,False,-1.25,
0,14,2026-01-04 09:17:47.957,0.03,0.00,-115.02,0.10,0.000,0.000,0.000,0.09,-0.10,-9.67,0.0,0.0,-717.1,101.0,118.5,0.004,4.5,False,False,False,-0.78,
0,15,2026-01-04 09:17:48.292,0.01,0.00,15.98,0.08,0.000,0.000,0.000,-0.14,-0.13,-9.81,0.0,0.0,-717.1,101.0,118.5,0.003,4.8,False,False,False,-0.90,
0,16,2026-01-04 09:17:48.627,0.01,0.00,-83.08,0.07,0.000,0.000,0.000,-0.01,-0.01,-9.74,0.0,0.0,-717.1,101.0,118.6,0.002,5.1,False,False,False,0.10,
0,17,2026-01-04 09:17:48.976,0.02,0.00,-190.39,0.08,0.000,0.000,0.000,0.07,0.15,-9.85,0.0,0.0,-717.1,101.0,118.5,0.007,5.4,False,False,False,0.10,
