Episode,Step,Timestamp,Speed_ms,Throttle,Steering,Brake,Damage,Damage_Increase,Total_Damage,Gx,Gy,Gz,Distance_From_Origin,Distance_From_Checkpoint,Position_X,Position_Y,Position_Z,Position_Delta,Stationary_Timer,Crash_Detected,Stationary_Timeout,Flipped,Reward,Event_Type
0,0,2026-01-03 22:29:19.654,0.05,0.36,-205.66,0.00,0.000,0.000,0.000,-0.13,0.08,-10.12,0.0,0.0,-717.1,101.0,118.5,0.015,0.3,False,False,False,-1.19,
0,1,2026-01-03 22:29:20.003,0.01,0.70,-181.48,0.21,0.000,0.000,0.000,0.06,-0.19,-9.87,0.0,0.0,-717.1,101.0,118.5,0.004,0.6,False,False,False,-0.54,
0,2,2026-01-03 22:29:20.353,0.01,0.58,-208.70,0.20,0.000,0.000,0.000,-0.08,0.10,-9.65,0.0,0.0,-717.1,101.0,118.5,0.001,0.9,False,False,False,0.10,
0,3,2026-01-03 22:29:20.703,0.02,0.94,-59.98,0.13,0.000,0.000,0.000,-0.17,-0.17,-9.84,0.0,0.0,-717.1,101.0,118.5,0.001,1.2,False,False,False,-0.20,
0,4,2026-01-03 22:29:21.052,0.01,0.38,-84.17,0.04,0.000,0.000,0.000,0.10,0.08,-9.78,0.0,0.0,-717.1,101.0,118.5,0.001,1.5,False,False,False,0.10,
0,5,2026-01-03 22:29:21.403,0.01,0.97,-205.89,0.14,0.000,0.000,0.000,-0.21,-0.07,-9.79,0.0,0.0,-717.1,101.0,118.5,0.001,1.8,False,False,False,-0.52,
0,6,2026-01-03 22:29:21.737,0.01,0.61,-222.96,0.26,0.000,0.000,0.000,0.14,0.08,-9.76,0.0,0.0,-717.1,101.0,118.5,0.002,2.1,False,False,False,0.10,
0,7,2026-01-03 22:29:22.088,0.01,0.30,100.17,0.10,0.000,0.000,0.000,-0.19,-0.09,-9.87,0.0,0.0,-717.1,101.0,118.5,0.002,2.4,False,False,False,-1.63,
0,8,2026-01-03 22:29:22.439,0.01,0.42,-163.62,0.20,0.000,0.000,0.000,0.24,-0.05,-9.79,0.0,0.0,-717.1,101.0,118.5,0.002,2.7,False,False,False,-1.51,
0,9,2026-01-03 22:29:22.797,0.02,0.34,203.82,0.21,0.000,0.000,0.000,-0.11,-0.07,-9.83,0.0,0.0,-717.1,101.0,118.5,0.002,3.0,False,False,False,-2.34,
0,10,2026-01-03 22:29:23.146,0.02,0.61,-146.76,0.20,0.000,0.000,0.000,0.33,0.07,-9.71,0.0,0.0,-717.1,101.0,118.5,0.002,3.3,False,False,False,-2.52,
0,11,2026-01-03 22:29:23.497,0.01,0.91,-49.13,0.08,0.000,0.000,0.000,-0.02,0.08,-9.69,0.0,0.0,-717.1,101.0,118.5,0.002,3.6,False,False,False,-0.89,
0,12,2026-01-03 22:29:23.846,0.02,0.62,-239.27,0.08,0.000,0.000,0.000,-0.28,-0.09,-9.89,0.0,0.0,-717.1,101.0,118.5,0.002,3.9,False,False,False,-0.67,
0,13,2026-01-03 22:29:24.187,0.01,0.81,61.54,0.09,0.000,0.000,0.000,0.48,-0.00,-9.65,0.0,0.0,-717.1,101.0,118.5,0.003,4.2,False,False,False,-1.18,
0,14,2026-01-03 22:29:24.537,0.03,0.71,246.02,0.15,0.000,0.000,0.000,-0.07,0.02,-9.66,0.0,0.0,-717.1,101.0,118.5,0.003,4.5,False,False,False,0.10,
0,15,2026-01-03 22:29:24.887,0.03,0.47,-76.50,0.00,0.000,0.000,0.000,-0.09,-0.10,-9.74,0.0,0.0,-717.1,101.0,118.5,0.006,4.8,False,False,False,-1.32,
