Episode,Steps,Time_s,Total_Reward,Avg_Reward,Final_Distance_m,Max_Speed_mph,Crashes,Final_Damage,Buffer_Size,Timestamp
31,5,4.8,178.68,35.74,10.0,13.0,31,152.25,262,2026-01-04 12:48:30
32,1,3.4,170.63,170.63,1.1,5.8,32,0.00,263,2026-01-04 12:48:34
33,17,8.9,5008.46,294.62,12.0,18.0,33,0.00,280,2026-01-04 12:48:43
34,5,4.8,173.59,34.72,10.0,14.2,34,0.00,285,2026-01-04 12:48:48
35,17,8.9,6614.06,389.06,1.0,5.8,35,0.00,302,2026-01-04 12:48:57
36,12,7.2,1790.25,149.19,1.1,5.8,36,0.00,314,2026-01-04 12:49:04
37,10,6.7,989.85,98.98,14.9,21.5,37,0.00,324,2026-01-04 12:49:11
38,16,8.6,5814.49,363.41,1.0,5.7,38,0.00,340,2026-01-04 12:49:19
39,9,6.4,176.14,19.57,13.2,20.2,39,0.00,349,2026-01-04 12:49:26
40,1,3.4,170.36,170.36,14.7,21.6,40,0.00,350,2026-01-04 12:49:29
41,9,6.1,5007.36,556.37,1.0,5.8,41,0.00,359,2026-01-04 12:49:35
42,9,6.2,183.13,20.35,11.5,4.3,42,8649.89,368,2026-01-04 12:49:41
43,1,3.4,167.90,167.90,12.3,19.0,43,0.00,369,2026-01-04 12:49:45
44,1,3.4,169.81,169.81,1.0,5.8,44,0.00,370,2026-01-04 12:49:48
45,17,9.0,5820.98,342.41,9.9,14.1,45,0.00,387,2026-01-04 12:49:57
46,7,5.4,177.11,25.30,9.9,13.0,46,132.79,394,2026-01-04 12:50:03
47,1,3.4,171.02,171.02,9.6,1.2,47,7207.26,395,2026-01-04 12:50:06
48,1,3.4,167.03,167.03,9.1,13.4,48,0.00,396,2026-01-04 12:50:10
49,3,4.1,171.93,57.31,10.0,13.9,49,0.00,399,2026-01-04 12:50:14
50,3,4.1,176.62,58.87,11.2,16.8,50,0.00,402,2026-01-04 12:50:18
51,5,4.8,179.56,35.91,1.1,5.8,51,0.00,407,2026-01-04 12:50:23
52,12,7.2,183.08,15.26,13.8,18.6,52,0.00,419,2026-01-04 12:50:30
53,1,3.4,169.66,169.66,13.5,20.0,53,0.00,420,2026-01-04 12:50:33
54,8,5.8,3408.47,426.06,9.5,13.6,54,0.00,428,2026-01-04 12:50:39
55,6,5.1,171.21,28.54,11.7,17.4,55,0.00,434,2026-01-04 12:50:44
56,22,10.9,5835.14,265.23,1.0,5.7,56,0.00,456,2026-01-04 12:50:55
57,11,6.9,171.89,15.63,1.0,5.8,57,0.00,467,2026-01-04 12:51:02
58,14,7.9,2596.77,185.48,10.0,14.3,58,0.00,481,2026-01-04 12:51:10
59,10,6.5,4193.54,419.35,1.0,5.8,59,0.00,491,2026-01-04 12:51:17
60,14,7.9,3389.35,242.10,1.0,5.8,60,0.00,505,2026-01-04 12:51:25
61,13,7.6,1788.58,137.58,1.0,5.8,61,0.00,518,2026-01-04 12:51:32
62,13,7.6,982.77,75.60,1.0,5.7,62,0.00,531,2026-01-04 12:51:40
63,15,8.2,4207.75,280.52,1.1,5.9,63,0.00,546,2026-01-04 12:51:48
64,11,6.9,190.48,17.32,13.3,20.2,64,0.00,557,2026-01-04 12:51:55
65,1,3.4,168.42,168.42,1.1,5.8,65,0.00,558,2026-01-04 12:51:58
66,11,6.9,996.12,90.56,9.6,12.5,66,0.00,569,2026-01-04 12:52:05
67,2,3.7,170.28,85.14,11.6,18.1,67,0.00,571,2026-01-04 12:52:09
68,1,3.7,169.34,169.34,12.6,18.6,68,0.00,572,2026-01-04 12:52:13
69,13,8.0,5803.37,446.41,9.3,13.7,69,0.00,585,2026-01-04 12:52:21
70,3,4.1,170.02,56.67,1.1,5.8,70,0.00,588,2026-01-04 12:52:25
71,22,10.7,5831.42,265.06,1.0,5.8,71,0.00,610,2026-01-04 12:52:36
72,18,10.3,5793.45,321.86,1.1,5.8,72,0.00,628,2026-01-04 12:52:46
73,11,6.9,183.55,16.69,1.0,5.8,73,0.00,639,2026-01-04 12:52:53
74,10,6.5,174.83,17.48,10.1,14.1,74,0.00,649,2026-01-04 12:52:59
75,10,6.5,3400.48,340.05,10.0,14.1,75,0.00,659,2026-01-04 12:53:06
76,25,11.8,6636.41,265.46,1.1,5.9,76,0.00,684,2026-01-04 12:53:18
77,8,5.8,178.29,22.29,14.4,21.3,77,0.00,692,2026-01-04 12:53:24
78,9,6.2,5001.00,555.67,9.6,14.6,78,0.00,701,2026-01-04 12:53:30
79,3,4.1,169.35,56.45,10.2,15.8,79,0.00,704,2026-01-04 12:53:34
80,2,3.7,169.94,84.97,1.1,5.8,80,0.00,706,2026-01-04 12:53:38
81,10,6.6,199.02,19.90,1.1,5.8,81,0.00,716,2026-01-04 12:53:44
82,8,6.3,175.96,21.99,10.6,15.2,82,0.00,724,2026-01-04 12:53:51
83,8,6.2,2597.74,324.72,1.0,5.8,83,0.00,732,2026-01-04 12:53:57
84,11,6.9,991.69,90.15,1.0,5.7,84,0.00,743,2026-01-04 12:54:04
85,19,9.6,5820.17,306.32,1.0,5.8,85,0.00,762,2026-01-04 12:54:13
86,10,6.5,183.58,18.36,9.7,12.9,86,0.00,772,2026-01-04 12:54:20
87,2,3.7,170.88,85.44,9.7,13.8,87,0.00,774,2026-01-04 12:54:24
88,12,7.2,5008.35,417.36,10.9,16.5,88,0.00,786,2026-01-04 12:54:31
89,8,5.8,958.19,119.77,1.0,5.8,89,0.00,794,2026-01-04 12:54:37
90,9,6.2,177.15,19.68,12.8,16.5,90,6374.20,803,2026-01-04 12:54:43
91,1,3.4,149.67,149.67,13.6,20.3,91,0.00,804,2026-01-04 12:54:46
92,15,8.3,5019.82,334.65,1.1,5.9,92,0.00,819,2026-01-04 12:54:55
93,10,6.5,189.02,18.90,1.1,5.8,93,0.00,829,2026-01-04 12:55:01
94,11,6.8,181.10,16.46,1.1,5.8,94,0.00,840,2026-01-04 12:55:08
95,19,9.6,5821.25,306.38,13.9,19.2,95,279.27,859,2026-01-04 12:55:18
96,1,3.4,169.56,169.56,9.3,13.6,96,0.00,860,2026-01-04 12:55:21
97,3,4.1,173.17,57.72,14.7,21.6,97,0.00,863,2026-01-04 12:55:25
98,3,4.1,173.48,57.83,11.8,17.4,98,0.00,866,2026-01-04 12:55:29
99,6,5.1,188.08,31.35,12.5,19.1,99,0.00,872,2026-01-04 12:55:34
100,4,4.4,176.32,44.08,11.6,3.1,100,8983.64,876,2026-01-04 12:55:39
